TARGET;NAME_CONTRACT_TYPE;CODE_GENDER;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;AMT_CREDIT;NAME_INCOME_TYPE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;ORGANIZATION_TYPE;REGION_RATING_CLIENT;OCCUPATION_TYPE;APARTMENTS_AVG;BASEMENTAREA_AVG;YEARS_BUILD_AVG;COMMONAREA_AVG;ENTRANCES_AVG;LANDAREA_AVG
0;Cash loans;M;Y;0;63000;544500;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Cleaning staff;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;0;90000;474048;Pensioner;Higher education;Separated;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;123750;848745;Commercial associate;Secondary / secondary special;Married;House / apartment;Trade: type 7;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;157500;225000;Working;Incomplete higher;Single / not married;House / apartment;Industry: type 9;2;NA;0.0814;0.0832;0.762;0.0124;0.2069;0
0;Cash loans;M;N;0;157500;376956;Working;Secondary / secondary special;Married;House / apartment;Medicine;2;Drivers;0.0825;0.0742;0.7484;0.024;0.0345;0.0172
0;Cash loans;M;Y;2;135000;540000;Working;Higher education;Married;House / apartment;Agriculture;3;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;508495.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;202500;273636;Working;Higher education;Married;Office apartment;Government;2;Managers;0.1485;NA;NA;NA;0.2069;NA
0;Cash loans;M;Y;0;139500;427500;Working;Secondary / secondary special;Married;House / apartment;Electricity;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;202500;755190;Working;Higher education;Single / not married;House / apartment;Self-employed;2;Managers;0.1443;0.1164;0.7416;0.037;0.1379;0.0998
1;Cash loans;M;N;0;153000;608076;Working;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;216000;852088.5;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;1;NA;0.334;0.1978;0.7484;0.0582;0.3103;NA
0;Cash loans;F;Y;0;180000;545040;Working;Incomplete higher;Single / not married;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;238500;1029658.5;Working;Higher education;Civil marriage;House / apartment;Business Entity Type 3;1;Managers;0.0392;0.0329;0.8572;0.0079;0.0345;0
1;Cash loans;F;Y;0;211500;1375956;Working;Higher education;Married;House / apartment;Business Entity Type 1;2;Managers;0.1237;0.1472;0.7688;0.0194;0.2759;0.123
0;Cash loans;M;Y;0;180000;780363;Working;Secondary / secondary special;Married;House / apartment;Military;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;45000;50940;Working;Secondary / secondary special;Married;House / apartment;Industry: type 3;2;Laborers;0.0124;NA;NA;NA;0.069;0.0323
0;Cash loans;F;Y;2;157500;355536;Commercial associate;Secondary / secondary special;Married;House / apartment;Industry: type 11;1;Managers;0.0825;0.0647;NA;0.0095;0.1379;NA
0;Cash loans;M;N;1;126000;315000;Working;Secondary / secondary special;Married;House / apartment;Industry: type 7;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;166500;942300;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 1;2;HR staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;225000;Working;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Sales staff;0.0124;NA;0.6192;0;0.0345;0.0227
0;Cash loans;M;N;0;180000;450000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;103500;253377;Working;Secondary / secondary special;Married;House / apartment;Transport: type 4;3;Laborers;0.0722;0.0755;NA;NA;0.1379;NA
0;Cash loans;F;N;0;130500;270000;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;2;67500;450000;Working;Higher education;Married;House / apartment;Bank;2;Core staff;0.1041;0.0587;NA;NA;0.1034;NA
0;Cash loans;F;Y;0;202500;545040;Commercial associate;Incomplete higher;Married;House / apartment;Business Entity Type 3;1;NA;0.0247;0.0065;0.4288;0.0049;0.1034;0.0605
0;Cash loans;F;Y;1;180000;828000;Working;Higher education;Married;House / apartment;Business Entity Type 2;3;Accountants;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;2;202500;180000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;67500;184500;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;81000;665892;Working;Secondary / secondary special;Married;House / apartment;Security;2;Security staff;0.0227;NA;0.7688;NA;0.069;0.0183
0;Cash loans;M;Y;0;225000;675000;Working;Lower secondary;Single / not married;With parents;Transport: type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;180000;675000;Pensioner;Higher education;Married;House / apartment;XNA;3;NA;0.299;0.2709;0.7892;0.1513;0.2759;0.0403
0;Revolving loans;F;N;0;135000;315000;Working;Secondary / secondary special;Married;Municipal apartment;Government;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;540000;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;Core staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;N;0;193500;270000;Commercial associate;Secondary / secondary special;Separated;House / apartment;Self-employed;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;491823;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;Cleaning staff;0.1784;0.0784;NA;NA;0.0345;0.0246
0;Cash loans;F;N;0;45000;544491;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;180000;526491;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;4;67500;711612;Working;Secondary / secondary special;Married;House / apartment;Other;2;NA;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;85500;270000;Working;Secondary / secondary special;Civil marriage;House / apartment;Business Entity Type 1;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;270000;540000;Working;Higher education;Civil marriage;House / apartment;Trade: type 2;2;Managers;0.3433;0.2139;0.9592;0.1378;0.069;0.1105
0;Cash loans;F;Y;0;202500;1113840;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.2062;0.9431;0.9116;0.049;0.1724;0.7389
0;Cash loans;F;Y;0;292500;1255680;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;112500;175500;Working;Higher education;Married;House / apartment;Medicine;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;108000;323194.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;1;193500;675000;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;NA;0.1381;0.1447;0.7008;0.019;0.3103;0.1504
0;Cash loans;F;N;1;135000;284400;Working;Higher education;Married;House / apartment;Military;3;Accountants;0.1773;NA;NA;NA;0.4138;NA
0;Cash loans;F;N;0;54000;161730;Working;Secondary / secondary special;Married;Municipal apartment;Security Ministries;2;Cleaning staff;0.1526;0.0927;0.7144;0.0161;0.0345;0.0168
1;Cash loans;M;Y;3;256500;458460;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;Drivers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;N;0;157500;441000;Working;Secondary / secondary special;Single / not married;With parents;Trade: type 7;2;Core staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;1;144000;450000;Commercial associate;Higher education;Married;House / apartment;Industry: type 9;2;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;85500;540000;State servant;Secondary / secondary special;Civil marriage;House / apartment;School;1;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;252000;Pensioner;Higher education;Civil marriage;House / apartment;XNA;2;NA;0.0371;0.0251;0.8504;NA;0.069;0.0157
0;Cash loans;F;Y;0;112500;315000;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;2;NA;0.5907;0.4832;NA;NA;1;0.9829
0;Cash loans;M;N;1;193500;1762110;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;0.132;0.161;0.7076;0.0656;0.2759;0.1126
0;Cash loans;F;Y;0;90000;225000;Commercial associate;Secondary / secondary special;Married;House / apartment;Hotel;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;450000;450000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;Cooking staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;126000;781695;Commercial associate;Incomplete higher;Single / not married;House / apartment;Industry: type 3;2;Laborers;0.1237;0.0727;0.8436;0.192;0.1034;0.0515
0;Cash loans;F;N;0;121500;161730;Working;Secondary / secondary special;Separated;With parents;Other;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;67500;180000;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;112500;454500;Working;Incomplete higher;Married;House / apartment;Business Entity Type 3;2;NA;0.0784;0;NA;NA;0.1379;0
0;Cash loans;M;Y;0;112500;557770.5;Working;Secondary / secondary special;Civil marriage;Rented apartment;Business Entity Type 3;3;Cleaning staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;509922;Working;Incomplete higher;Married;House / apartment;Business Entity Type 3;2;Sales staff;0.2175;0.1171;0.8368;0.0756;0.1724;0.1735
1;Cash loans;M;Y;0;139500;314055;Working;Secondary / secondary special;Single / not married;Rented apartment;Construction;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;360000;1507869;Working;Higher education;Married;House / apartment;Kindergarten;2;Medicine staff;NA;NA;NA;NA;NA;NA
1;Cash loans;M;Y;0;135000;284400;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;M;Y;2;225000;270000;Working;Higher education;Married;House / apartment;Mobile;1;Core staff;0.0412;0.0202;0.6396;NA;0.069;NA
0;Cash loans;F;N;1;202500;251280;Working;Higher education;Married;Rented apartment;Business Entity Type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;225000;835605;State servant;Higher education;Married;House / apartment;Other;2;NA;0.0742;0;0.762;0.0014;0.069;0.0135
0;Cash loans;F;Y;0;292500;1125000;State servant;Higher education;Civil marriage;House / apartment;Other;3;Accountants;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;63000;130365;Working;Secondary / secondary special;Separated;Municipal apartment;Postal;2;Core staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;90000;202500;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;135000;76410;Pensioner;Higher education;Single / not married;House / apartment;XNA;3;NA;0.0701;0.0664;0.7008;0.0078;0.1379;0.0526
0;Cash loans;F;N;0;76500;814041;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;3;NA;0.0495;0.0289;0.7756;0.0124;0.0345;0.0058
1;Cash loans;F;N;1;90000;261288;Working;Secondary / secondary special;Married;Rented apartment;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;117000;454500;Working;Incomplete higher;Married;House / apartment;Business Entity Type 3;2;Laborers;0.0887;0.1086;NA;NA;0.2759;NA
0;Cash loans;F;Y;0;153000;728460;Commercial associate;Secondary / secondary special;Married;House / apartment;Kindergarten;3;Core staff;NA;NA;NA;NA;0.1034;NA
0;Cash loans;F;N;0;121500;100737;Working;Higher education;Single / not married;With parents;Business Entity Type 3;2;Managers;0.0124;0;NA;NA;0.069;0.0241
0;Cash loans;F;N;0;103500;269550;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Self-employed;2;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;144000;270000;Working;Higher education;Single / not married;House / apartment;Business Entity Type 3;2;NA;0.1732;0.0704;0.762;0.0269;0.0345;0.0569
0;Cash loans;M;N;0;225000;882000;Working;Secondary / secondary special;Single / not married;Municipal apartment;Business Entity Type 3;2;Laborers;0.0928;0.1004;0.728;NA;0.2069;NA
0;Cash loans;F;N;0;135000;490495.5;Pensioner;Higher education;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;270000;1065433.5;Working;Secondary / secondary special;Married;House / apartment;Trade: type 7;2;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;2;135000;769500;Working;Secondary / secondary special;Married;House / apartment;Transport: type 4;2;Laborers;0.0928;0.0905;0.7144;0.0405;0.2069;0.0364
0;Cash loans;M;N;2;157500;545040;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Drivers;NA;NA;NA;NA;NA;NA
1;Cash loans;M;Y;0;360000;295254;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;Drivers;0.2443;0.1613;0.8164;0.044;0.1552;0.0726
0;Cash loans;M;N;0;202500;254700;Working;Secondary / secondary special;Married;Rented apartment;Other;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;1;135000;514602;Working;Higher education;Single / not married;House / apartment;Trade: type 7;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;135000;603000;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;225000;900000;Working;Higher education;Separated;House / apartment;Industry: type 12;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;1;157500;521280;Working;Secondary / secondary special;Married;House / apartment;Government;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;225000;254700;Commercial associate;Secondary / secondary special;Civil marriage;With parents;Construction;2;Laborers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;0;117000;684706.5;Working;Higher education;Separated;House / apartment;Business Entity Type 3;2;High skill tech staff;0.1278;0.0434;0.8164;0.0545;0.0345;0
0;Cash loans;F;Y;2;225000;838453.5;State servant;Higher education;Married;House / apartment;Other;2;Managers;0.0948;0.1012;0.7416;NA;0.1379;0.0183
0;Cash loans;M;N;0;225000;1456587;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;135000;254700;State servant;Secondary / secondary special;Married;House / apartment;Medicine;2;Laborers;0.0247;NA;NA;0.0021;0.069;0.0304
0;Revolving loans;F;Y;2;195525;315000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0124;0;0.5648;0.002;0.069;0.02
0;Revolving loans;F;Y;1;90000;202500;Working;Higher education;Single / not married;House / apartment;Military;2;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;135000;225000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;90000;229230;Commercial associate;Higher education;Married;House / apartment;Kindergarten;2;Core staff;0.0082;0.0044;0.61240000000000006;0.0028;0.0345;0.0282
0;Cash loans;F;N;0;135000;495000;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 2;2;NA;0.1227;NA;NA;NA;0.2759;NA
0;Cash loans;M;N;0;247500;590337;Working;Secondary / secondary special;Married;House / apartment;Government;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;157500;790830;Working;Secondary / secondary special;Single / not married;House / apartment;Emergency;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;83250;657000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;490495.5;Pensioner;Higher education;Married;House / apartment;XNA;2;NA;0.1003;NA;0.9592;NA;0.1379;NA
0;Cash loans;M;Y;1;135000;852088.5;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;816660;Working;Secondary / secondary special;Married;House / apartment;Housing;3;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;225000;298512;Working;Secondary / secondary special;Married;House / apartment;Industry: type 11;2;Laborers;0.0082;NA;NA;NA;0.0345;0.0179
0;Revolving loans;F;Y;0;99000;135000;Working;Secondary / secondary special;Single / not married;House / apartment;Self-employed;2;Sales staff;0.0649;0.0327;0.8708;0.0431;0.0345;0.0795
0;Cash loans;F;N;0;135000;781920;Working;Secondary / secondary special;Widow;Rented apartment;Other;2;Laborers;0.0619;0.0552;NA;NA;0.1379;NA
1;Cash loans;M;Y;0;180000;942300;Working;Secondary / secondary special;Married;House / apartment;Other;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;103500;254700;State servant;Secondary / secondary special;Married;House / apartment;Other;1;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;54000;90000;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;63000;364500;State servant;Secondary / secondary special;Married;House / apartment;Postal;2;Laborers;0.0247;0.0071;0.7959999999999999;0.0103;0.069;0.0377
0;Cash loans;F;N;0;157500;450000;Working;Secondary / secondary special;Married;House / apartment;Trade: type 7;1;Sales staff;0.1553;0.099;0.6736;0.0192;0.2069;0.0315
0;Cash loans;F;Y;0;135000;675000;Working;Secondary / secondary special;Widow;House / apartment;Self-employed;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;135000;518562;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;N;0;153000;405000;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;202500;450000;Working;Secondary / secondary special;Married;Rented apartment;Self-employed;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;180000;765000;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;292500;1291500;Pensioner;Secondary / secondary special;Separated;Municipal apartment;XNA;1;NA;0.4897;0.2033;0.8028;0.1933;0.2414;0
0;Cash loans;F;Y;0;45000;508495.5;Working;Secondary / secondary special;Married;House / apartment;School;2;Cooking staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;225000;450000;Working;Secondary / secondary special;Married;House / apartment;Construction;3;Laborers;0.1186;0;0.7892;0.0156;0.0862;0.0882
0;Cash loans;F;Y;1;112500;378000;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 1;2;Laborers;0.0619;0.0625;NA;NA;0.1379;0.0583
0;Cash loans;F;Y;0;112500;630000;Working;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;144000;1546020;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.2186;0.1301;0.7892;NA;0.2069;0.0918
0;Cash loans;F;Y;0;315000;900000;Working;Higher education;Widow;House / apartment;School;2;Accountants;0.066;0.0814;0.6464;0.0086;0.1379;0.0687
0;Cash loans;F;Y;0;135000;593010;Working;Secondary / secondary special;Married;House / apartment;Industry: type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;180000;711612;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;Private service staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;135000;900000;Working;Secondary / secondary special;Married;House / apartment;Industry: type 11;3;Laborers;0.0619;0.0502;0.6328;0.0063;0.1034;0.0248
0;Cash loans;F;N;1;180000;671652;State servant;Secondary / secondary special;Married;Municipal apartment;Government;2;Core staff;0.0619;0.054;NA;NA;0.1379;NA
0;Cash loans;F;Y;0;135000;886500;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0928;0.0769;NA;NA;0.1034;0.0221
1;Revolving loans;M;Y;0;157500;270000;Working;Secondary / secondary special;Married;House / apartment;Construction;3;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;67500;206280;Working;Secondary / secondary special;Widow;House / apartment;Trade: type 7;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;225000;755190;Commercial associate;Lower secondary;Separated;Rented apartment;Transport: type 4;2;Laborers;0.1845;0.1563;0.7144;NA;0.4138;0.1603
0;Cash loans;F;Y;0;252000;900000;State servant;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;135000;808650;Working;Secondary / secondary special;Married;House / apartment;Industry: type 7;2;Low-skill Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;352044;Working;Higher education;Separated;Rented apartment;Business Entity Type 3;2;Cooking staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;2;112500;553806;Commercial associate;Secondary / secondary special;Married;House / apartment;Cleaning;2;Cleaning staff;0.0825;0.0794;0.6532;0.0087;0.1379;0.0529
0;Cash loans;F;Y;0;112500;450000;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 3;2;NA;0.0835;NA;NA;NA;0.1379;NA
0;Cash loans;M;N;1;270000;655614;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 3;2;Core staff;0.0546;0.0276;0.7959999999999999;0.0162;0.0517;0.0281
1;Cash loans;M;Y;0;135000;675000;Working;Secondary / secondary special;Separated;House / apartment;Other;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;247500;848745;Pensioner;Secondary / secondary special;Widow;Municipal apartment;XNA;1;NA;0.0619;0.0707;0.8096;0.0968;0.1379;0.0684
0;Cash loans;F;Y;0;157500;225000;Working;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Core staff;0.0309;0;0.6396;0.0063;0.1034;0.0364
0;Cash loans;F;Y;0;112500;132768;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;XNA;2;NA;0.0711;0.0831;0.7824;0.0336;0.2069;0.026
0;Cash loans;F;Y;2;103500;805536;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;2;Laborers;0.0247;NA;0.7824;0.0098;0.0345;NA
0;Cash loans;F;Y;0;135000;225000;Working;Secondary / secondary special;Married;House / apartment;Medicine;3;High skill tech staff;0.3979;0.1124;0.7824;0.0487;0.069;0.1017
1;Cash loans;F;Y;0;126000;1223010;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;112500;454500;State servant;Higher education;Married;House / apartment;Other;2;Core staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;135000;247500;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;54000;254700;Working;Secondary / secondary special;Widow;House / apartment;Postal;3;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;81000;203760;Pensioner;Higher education;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Revolving loans;M;Y;0;108000;180000;Working;Secondary / secondary special;Civil marriage;House / apartment;Kindergarten;2;Security staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;112500;180000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;225000;585000;Commercial associate;Higher education;Married;Municipal apartment;Business Entity Type 3;2;Private service staff;0.1031;0.1119;0.762;0.0114;0.2069;0.0686
0;Cash loans;F;Y;0;81000;314100;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;270000;1610757;Pensioner;Higher education;Married;House / apartment;XNA;2;NA;0.2263;0.154;NA;NA;0.2069;0.0682
0;Cash loans;F;N;0;117000;450000;Working;Secondary / secondary special;Civil marriage;House / apartment;School;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;630000;497520;Working;Incomplete higher;Separated;House / apartment;Construction;2;High skill tech staff;0.2969;0.1765;0.7959999999999999;0.0985;0.2759;0
0;Cash loans;M;Y;0;270000;675000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.2155;NA;NA;NA;0.2069;NA
0;Cash loans;F;Y;0;292500;1007761.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0825;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;0;180000;585000;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;Cooking staff;0.0443;0.0015;0.7348;0;0.0345;0.0127
0;Cash loans;F;N;1;72000;229230;Pensioner;Incomplete higher;Widow;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;99000;549882;State servant;Secondary / secondary special;Civil marriage;House / apartment;Kindergarten;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;171000;639396;Working;Secondary / secondary special;Married;House / apartment;Other;2;Medicine staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;67500;518562;State servant;Secondary / secondary special;Married;House / apartment;Government;2;Drivers;0.0959;0.0851;0.66;0.0094;0.1607;0.0186
0;Cash loans;F;Y;1;67500;50940;Working;Secondary / secondary special;Married;House / apartment;Industry: type 3;2;Sales staff;0.1237;0.0799;NA;NA;0.069;0.0757
0;Cash loans;F;N;0;90000;1125000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;225000;481495.5;Working;Secondary / secondary special;Married;House / apartment;Self-employed;1;Drivers;0.0825;0.0796;0.6872;0.0048;0.1379;0.036
0;Revolving loans;F;Y;0;225000;225000;Commercial associate;Higher education;Widow;House / apartment;Transport: type 3;2;High skill tech staff;0.0309;0.0197;0.7959999999999999;0.0052;0.069;0.0658
0;Cash loans;F;Y;0;157500;448056;Working;Secondary / secondary special;Separated;Municipal apartment;Business Entity Type 3;2;Sales staff;0.101;0.1525;NA;NA;0.2414;0.0875
0;Revolving loans;F;N;0;72000;180000;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;225000;494550;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Drivers;0.1237;0.0668;0.8504;0.2102;0.1034;0.0773
